<key1>ADI</key1><ls>Dha1tup._xxiv_,_68<wsid>24.68</wsid></ls><L>24187</L>
<key1>viz</key1><ls>Dha1tup._xxxi_,_54.<wsid>31.54</wsid></ls><L>201878</L>
<key1>vizk</key1><ls>Dha1tup._xxxv_,_34<wsid>35.34</wsid></ls><L>202269</L>
<key1>vI</key1><ls>Dha1tup._xxiv_,_39<wsid>24.39</wsid></ls><L>203329</L>
<key1>vIj</key1><ls>Dha1tup._vi_,_24<wsid>6.24</wsid></ls><L>203453</L>
<key1>vIj</key1><ls>Dha1tup._xxxv_,_84<wsid>35.84</wsid></ls><L>203453</L>
<key1>vIr</key1><ls>Dha1tup._xxxv_,_49<wsid>35.49</wsid></ls><L>203564</L>
<key1>vuRw</key1><ls>Dha1tup._xxxii_,_116.<wsid>32.116</wsid></ls><L>203972</L>
<key1>vf</key1><ls>Dha1tup._xxxv_,_2<wsid>35.2</wsid></ls><L>204040</L>
<key1>vfk</key1><ls>Dha1tup._iv_,_18.<wsid>4.18</wsid></ls><L>204095</L>
<key1>vfkz</key1><ls>Dha1tup._xvi_,_3<wsid>16.3</wsid></ls><L>204178</L>
<key1>vfj</key1><ls>Dha1tup._xxiv_,_19<wsid>24.19</wsid></ls><L>204309</L>
<key1>vfj</key1><ls>Dha1tup._xxiv_,_7<wsid>24.7</wsid></ls><L>204309</L>
<key1>vfR</key1><ls>Dha1tup._xxx_,_6<wsid>30.6</wsid></ls><L>204339</L>
<key1>vft</key1><ls>Dha1tup._xviii_,_19<wsid>18.19</wsid></ls><L>204340</L>
<key1>vft</key1><ls>Dha1tup._xxxiii_,_108<wsid>33.108</wsid></ls><L>204340</L>
<key1>vfD</key1><ls>Dha1tup._xviii_,_20<wsid>18.20</wsid></ls><L>204573</L>
<key1>vfD</key1><ls>Dha1tup._xxxiii_,_109<wsid>33.109</wsid></ls><L>204573</L>
<key1>vfS</key1><ls>Dha1tup._xxvi_,_116.<wsid>26.116</wsid></ls><L>204827</L>
<key1>vfz</key1><ls>Dha1tup._xvii_,_56<wsid>17.56</wsid></ls><L>204858</L>
<key1>vfz</key1><ls>Dha1tup._xxxiii_,_30<wsid>33.30</wsid></ls><L>204858</L>
<key1>ve</key1><ls>Dha1tup._xxiii_,_37<wsid>23.37</wsid></ls><L>205271</L>
<key1>veR</key1><ls>Dha1tup._xxi_,_13.<wsid>21.13</wsid></ls><L>205425</L>
<key1>ven</key1><ls>Dha1tup._xxi_,_13<wsid>21.13</wsid></ls><L>206222</L>
<key1>vel</key1><ls>Dha1tup._xv_,_33.<wsid>15.33</wsid></ls><L>206262</L>
<key1>vel</key1><ls>Dha1tup._xxxv_,_28.<wsid>35.28</wsid></ls><L>206270</L>
<key1>vell</key1><ls>Dha1tup._xv_,_33<wsid>15.33</wsid></ls><L>206315</L>
<key1>vevI</key1><ls>Dha1tup._xxiv_,_69.<wsid>24.69</wsid></ls><L>206348</L>
<key1>vezw</key1><ls>Dha1tup._viii_,_2<wsid>8.2</wsid></ls><L>206478</L>
<key1>ves</key1><ls>Dha1tup._xvii_,_70<wsid>17.70</wsid></ls><L>206532</L>
<key1>veh</key1><ls>Dha1tup._xvi_,_42<wsid>16.42</wsid></ls><L>206538</L>
<key1>vehl</key1><ls>Dha1tup._xv_,_33.<wsid>15.33</wsid></ls><L>206543</L>
<key1>vE</key1><ls>Dha1tup._xxii_,_24<wsid>22.24</wsid></ls><L>206544</L>
<key1>vyac</key1><ls>Dha1tup._xxviii_,_12<wsid>28.12</wsid></ls><L>208354</L>
<key1>vyaT</key1><ls>Dha1tup._xix_,_2<wsid>19.2</wsid></ls><L>208633</L>
<key1>vyaD</key1><ls>Dha1tup._xxvi_,_72<wsid>26.72</wsid></ls><L>208671</L>
<key1>vyap</key1><ls>Dha1tup._xxxii_,_95<wsid>32.95</wsid></ls><L>208713</L>
<key1>vyay</key1><ls>Dha1tup._xxxv_,_78<wsid>35.78</wsid></ls><L>208870</L>
<key1>vyay</key1><ls>Dha1tup._xxxii_,_95.<wsid>32.95</wsid></ls><L>208913</L>
<key1>vyuz</key1><ls>Dha1tup._xxvi_,_7<wsid>26.7</wsid></ls><L>210272</L>
<key1>vye</key1><ls>Dha1tup._xxiii_,_38<wsid>23.38</wsid></ls><L>210345</L>
<key1>vraj</key1><ls>Dha1tup._viii_,_79<wsid>8.79</wsid></ls><L>210432</L>
<key1>vraj</key1><ls>Dha1tup._xxxii_,_74<wsid>32.74</wsid></ls><L>210432</L>
<key1>vraR</key1><ls>Dha1tup._xiii_,_8.<wsid>13.8</wsid></ls><L>210509</L>
<key1>vraR</key1><ls>Dha1tup._xxxv_,_82<wsid>35.82</wsid></ls><L>210510</L>
<key1>vraSc</key1><ls>Dha1tup._xxviii_,_11<wsid>28.11</wsid></ls><L>210711</L>
<key1>vrIq</key1><ls>Dha1tup._xxvi_,_18<wsid>26.18</wsid></ls><L>210765</L>
<key1>vruq</key1><ls>Dha1tup._xxviii_,_99<wsid>28.99</wsid></ls><L>210816</L>
<key1>vrUs</key1><ls>Dha1tup._xxxii_,_121.<wsid>32.121</wsid></ls><L>210819</L>
<key1>vlI</key1><ls>Dha1tup._xxxi_,_32<wsid>31.32</wsid></ls><L>210822</L>
<key1>SaMs</key1><ls>Dha1tup._xvii_,_79<wsid>17.79</wsid></ls><L>210841</L>
<key1>Sak</key1><ls>Dha1tup._xxvii_,_15<wsid>27.15</wsid></ls><L>210897</L>
<key1>Sak</key1><ls>Dha1tup._xxvi_,_78<wsid>26.78</wsid></ls><L>210897</L>
<key1>SaNk</key1><ls>Dha1tup._iv_,_12<wsid>4.12</wsid></ls><L>211426</L>
<key1>Sac</key1><ls>Dha1tup._vi_,_4.<wsid>6.4</wsid></ls><L>211703</L>
<key1>Saw</key1><ls>Dha1tup._ix_,_12<wsid>9.12</wsid></ls><L>211726</L>
<key1>Saw</key1><ls>Dha1tup._xxxiii_,_18<wsid>33.18</wsid></ls><L>211726</L>
<key1>SaW</key1><ls>Dha1tup._xxxiii_,_18.<wsid>33.18</wsid></ls><L>211737</L>
<key1>SaW</key1><ls>Dha1tup._xxxv_,_4.<wsid>35.4</wsid></ls><L>211738</L>
<key1>SaW</key1><ls>Dha1tup._xxxii_,_28.<wsid>32.28</wsid></ls><L>211739</L>
<key1>SaW</key1><ls>Dha1tup._ix_,_65<wsid>9.65</wsid></ls><L>211740</L>
<key1>SaR</key1><ls>Dha1tup._xix_,_35.<wsid>19.35</wsid></ls><L>211769</L>
<key1>SaRq</key1><ls>Dha1tup._viii_,_27.<wsid>8.27</wsid></ls><L>211801</L>
<key1>Sabd</key1><ls>Dha1tup._xxxiii_,_40<wsid>33.40</wsid></ls><L>212651</L>
<key1>Sam</key1><ls>Dha1tup._xxvi_,_92<wsid>26.92</wsid></ls><L>212911</L>
<key1>Samb</key1><ls>Dha1tup._xi_,_29<wsid>11.29</wsid></ls><L>213262</L>
<key1>Saya</key1><ls>Dha1tup._xxiv_,_60<wsid>24.60</wsid></ls><L>213349</L>
<key1>Sarb</key1><ls>Dha1tup._xi_,_29.<wsid>11.29</wsid></ls><L>214005</L>
<key1>Sarv</key1><ls>Dha1tup._xv_,_76.<wsid>15.76</wsid></ls><L>214041</L>
<key1>Sal</key1><ls>Dha1tup._xiv_,_19<wsid>14.19</wsid></ls><L>214062</L>
<key1>Sal</key1><ls>Dha1tup._xxxiii_,_18<wsid>33.18</wsid></ls><L>214062</L>
<key1>SalB</key1><ls>Dha1tup._x_,_30.<wsid>10.30</wsid></ls><L>214236</L>
<key1>Sav</key1><ls>Dha1tup._xvii_,_76<wsid>17.76</wsid></ls><L>214243</L>
<key1>SaS</key1><ls>Dha1tup._xvii_,_77<wsid>17.77</wsid></ls><L>214294</L>
<key1>Saz</key1><ls>Dha1tup._xvii_,_39.<wsid>17.39</wsid></ls><L>214505</L>
<key1>Sas</key1><ls>Dha1tup._xvii_,_78<wsid>17.78</wsid></ls><L>214531</L>
<key1>SAK</key1><ls>Dha1tup._v_,_12.<wsid>5.12</wsid></ls><L>214945</L>
<key1>SAq</key1><ls>Dha1tup._viii_,_37.<wsid>8.37</wsid></ls><L>215105</L>
<key1>SAn</key1><ls>Dha1tup._xxiii_,_26<wsid>23.26</wsid></ls><L>215256</L>
<key1>SAr</key1><ls>Dha1tup._xxxv_,_16.<wsid>35.16</wsid></ls><L>215656</L>
<key1>SAl</key1><ls>Dha1tup._viii_,_37<wsid>8.37</wsid></ls><L>215926</L>
<key1>SAs</key1><ls>Dha1tup._xxiv_,_67<wsid>24.67</wsid></ls><L>216290</L>
<key1>Si</key1><ls>Dha1tup._xxvii_,_3<wsid>27.3</wsid></ls><L>216481</L>
<key1>Sikz</key1><ls>Dha1tup._xvi_,_4<wsid>16.4</wsid></ls><L>216517</L>
<key1>SiNK</key1><ls>Dha1tup._v_,_31.<wsid>5.31</wsid></ls><L>216813</L>
<key1>SiNG</key1><ls>Dha1tup._v_,_57<wsid>5.57</wsid></ls><L>216828</L>
<key1>SiYj</key1><ls>Dha1tup._xxiv_,_17<wsid>24.17</wsid></ls><L>216845</L>
<key1>Siw</key1><ls>Dha1tup._ix_,_17.<wsid>9.17</wsid></ls><L>216864</L>
<key1>Sil</key1><ls>Dha1tup._xxviii_,_70.<wsid>28.70</wsid></ls><L>217253</L>
<key1>Siz</key1><ls>Dha1tup._xvii_,_36.<wsid>17.36</wsid></ls><L>218103</L>
<key1>Siz</key1><ls>Dha1tup._xxix_,_14<wsid>29.14</wsid></ls><L>218104</L>
<key1>Siz</key1><ls>Dha1tup._xxxiv_,_11<wsid>34.11</wsid></ls><L>218104</L>
<key1>SI</key1><ls>Dha1tup._xxiv_,_22<wsid>24.22</wsid></ls><L>218170</L>
<key1>SIk</key1><ls>Dha1tup._iv_,_1<wsid>4.1</wsid></ls><L>218177</L>
<key1>SIk</key1><ls>Dha1tup._iv_,_11<wsid>4.11</wsid></ls><L>218177</L>
<key1>SIk</key1><ls>Dha1tup._xxxiii_,_116<wsid>33.116</wsid></ls><L>218177</L>
<key1>SIB</key1><ls>Dha1tup._x_,_20.<wsid>10.20</wsid></ls><L>218537</L>
<key1>SIl</key1><ls>Dha1tup._xv_,_16<wsid>15.16</wsid></ls><L>218655</L>
<key1>SIl</key1><ls>Dha1tup._xxxv_,_26<wsid>35.26</wsid></ls><L>218655</L>
<key1>Suk</key1><ls>Dha1tup._v_,_5.<wsid>5.5</wsid></ls><L>218748</L>
<key1>Suc</key1><ls>Dha1tup._vii_,_1<wsid>7.1</wsid></ls><L>219184</L>
<key1>Suc</key1><ls>Dha1tup._xxvi_,_56<wsid>26.56</wsid></ls><L>219184</L>
<key1>Suc</key1><ls>Dha1tup._xxvi_,_56<wsid>26.56</wsid></ls><L>219306</L>
<key1>Sucy</key1><ls>Dha1tup._xv_,_6.<wsid>15.6</wsid></ls><L>219307</L>
<key1>SuW</key1><ls>Dha1tup._ix_,_56<wsid>9.56</wsid></ls><L>219313</L>
<key1>SuRW</key1><ls>Dha1tup._ix_,_56<wsid>9.56</wsid></ls><L>219320</L>
<key1>SuRq</key1><ls>Dha1tup._ix_,_40.<wsid>9.40</wsid></ls><L>219331</L>
<key1>SuD</key1><ls>Dha1tup._iii_,_37<wsid>3.37</wsid></ls><L>219366</L>
<key1>SuD</key1><ls>Dha1tup._xxvi_,_82<wsid>26.82</wsid></ls><L>219366</L>
<key1>Sun</key1><ls>Dha1tup._xxviii_,_46.<wsid>28.46</wsid></ls><L>219556</L>
<key1>SuB</key1><ls>Dha1tup._xi_,_42<wsid>11.42</wsid></ls><L>219616</L>
<key1>Sulk</key1><ls>Dha1tup._xxxii_,_75<wsid>32.75</wsid></ls><L>219860</L>
<key1>Sulb</key1><ls>Dha1tup._xxxii_,_71<wsid>32.71</wsid></ls><L>219883</L>
<key1>Suz</key1><ls>Dha1tup._xxvi_,_74<wsid>26.74</wsid></ls><L>219943</L>
<key1>SUr</key1><ls>Dha1tup._xxvi_,_48<wsid>26.48</wsid></ls><L>220262</L>
<key1>SUr</key1><ls>Dha1tup._xxxv_,_48.<wsid>35.48</wsid></ls><L>220262</L>
<key1>SUrp</key1><ls>Dha1tup._xxxii_,_71.<wsid>32.71</wsid></ls><L>220341</L>
<key1>SUl</key1><ls>Dha1tup._xv_,_19<wsid>15.19</wsid></ls><L>220376</L>
<key1>SUz</key1><ls>Dha1tup._xvii_,_28.<wsid>17.28</wsid></ls><L>220491</L>
<key1>SfD</key1><ls>Dha1tup._xxi_,_9<wsid>21.9</wsid></ls><L>220772</L>
<key1>SF</key1><ls>Dha1tup._xxxi_,_18<wsid>31.18</wsid></ls><L>220783</L>
<key1>Sel</key1><ls>Dha1tup._xv_,_36.<wsid>15.36</wsid></ls><L>220836</L>
<key1>Sev</key1><ls>Dha1tup._xiv_,_36.<wsid>14.36</wsid></ls><L>220840</L>
<key1>So</key1><ls>Dha1tup._xxvi_,_36<wsid>26.36</wsid></ls><L>221333</L>
<key1>SoR</key1><ls>Dha1tup._xiii_,_13<wsid>13.13</wsid></ls><L>221433</L>
<key1>SOw</key1><ls>Dha1tup._ix_,_1.<wsid>9.1</wsid></ls><L>221763</L>
<key1>Scut</key1><ls>Dha1tup._iii_,_4<wsid>3.4</wsid></ls><L>221945</L>
<key1>SnaT</key1><ls>Dha1tup._xix_,_37<wsid>19.37</wsid></ls><L>221953</L>
<key1>SmIl</key1><ls>Dha1tup._xv_,_12.<wsid>15.12</wsid></ls><L>222029</L>
<key1>SyE</key1><ls>Dha1tup._xxii_,_67<wsid>22.67</wsid></ls><L>222309</L>
<key1>SraR</key1><ls>Dha1tup._xix_,_36<wsid>19.36</wsid></ls><L>222320</L>
<key1>SraT</key1><ls>Dha1tup._xxxi_,_39<wsid>31.39</wsid></ls><L>222382</L>
<key1>SraT</key1><ls>Dha1tup._xxxii_,_13<wsid>32.13</wsid></ls><L>222382</L>
<key1>SraT</key1><ls>Dha1tup._xxxiv_,_31<wsid>34.31</wsid></ls><L>222382</L>
<key1>Sram</key1><ls>Dha1tup._xxvi_,_95<wsid>26.95</wsid></ls><L>222401</L>
<key1>Sram</key1><ls>Dha1tup._xxxv_,_40<wsid>35.40</wsid></ls><L>222401</L>
<key1>SramB</key1><ls>Dha1tup._x_,_33<wsid>10.33</wsid></ls><L>222476</L>
<key1>SrA</key1><ls>Dha1tup._xxii_,_21<wsid>22.21</wsid></ls><L>222686</L>
<key1>Sri</key1><ls>Dha1tup._xxi_,_31<wsid>21.31</wsid></ls><L>222829</L>
<key1>Sriz</key1><ls>Dha1tup._xvii_,_51.<wsid>17.51</wsid></ls><L>222855</L>
<key1>SrI</key1><ls>Dha1tup._xxxi_,_3<wsid>31.3</wsid></ls><L>222857</L>
<key1>Sru</key1><ls>Dha1tup._xxii_,_44<wsid>22.44</wsid></ls><L>223393</L>
<key1>SroR</key1><ls>Dha1tup._xiii_,_14<wsid>13.14</wsid></ls><L>223801</L>
<key1>SlaNk</key1><ls>Dha1tup._iv_,_11.<wsid>4.11</wsid></ls><L>223992</L>
<key1>SlaNg</key1><ls>Dha1tup._v_,_45.<wsid>5.45</wsid></ls><L>223993</L>
<key1>SlaT</key1><ls>Dha1tup._xxxv_,_18<wsid>35.18</wsid></ls><L>223994</L>
<key1>SlAK</key1><ls>Dha1tup._v_,_13.<wsid>5.13</wsid></ls><L>224010</L>
<key1>SlAG</key1><ls>Dha1tup._iv_,_41<wsid>4.41</wsid></ls><L>224011</L>
<key1>Sliz</key1><ls>Dha1tup._xvii_,_52.<wsid>17.52</wsid></ls><L>224041</L>
<key1>Sliz</key1><ls>Dha1tup._xxvi_,_77<wsid>26.77</wsid></ls><L>224043</L>
<key1>Sliz</key1><ls>Dha1tup._xxxii_,_38<wsid>32.38</wsid></ls><L>224043</L>
<key1>Slok</key1><ls>Dha1tup._iv_,_3<wsid>4.3</wsid></ls><L>224150</L>
<key1>SloR</key1><ls>Dha1tup._xiii_,_15<wsid>13.15</wsid></ls><L>224184</L>
<key1>SvaNk</key1><ls>Dha1tup._iv_,_22.<wsid>4.22</wsid></ls><L>224188</L>
<key1>SvaNg</key1><ls>Dha1tup._v_,_44.<wsid>5.44</wsid></ls><L>224189</L>
<key1>Svaj</key1><ls>Dha1tup._vi_,_7<wsid>6.7</wsid></ls><L>224191</L>
<key1>SvaW</key1><ls>Dha1tup._xxxv_,_4<wsid>35.4</wsid></ls><L>224192</L>
<key1>SvaW</key1><ls>Dha1tup._xxxii_,_28<wsid>32.28</wsid></ls><L>224193</L>
<key1>SvaBr</key1><ls>Dha1tup._xxxii_,_79<wsid>32.79</wsid></ls><L>224344</L>
<key1>Svart</key1><ls>Dha1tup._xxxii_,_79<wsid>32.79</wsid></ls><L>224357</L>
<key1>Sval</key1><ls>Dha1tup._xv_,_42<wsid>15.42</wsid></ls><L>224358</L>
<key1>Svalk</key1><ls>Dha1tup._xxxii_,_34<wsid>32.34</wsid></ls><L>224359</L>
<key1>Svas</key1><ls>Dha1tup._xxiv_,_61<wsid>24.61</wsid></ls><L>224373</L>
<key1>Svi</key1><ls>Dha1tup._xxiii_,_41<wsid>23.41</wsid></ls><L>224480</L>
<key1>Svit</key1><ls>Dha1tup._xviii_,_2<wsid>18.2</wsid></ls><L>224494</L>
<key1>Svind</key1><ls>Dha1tup._ii_,_9<wsid>2.9</wsid></ls><L>224875</L>
<key1>zukk</key1><ls>Dha1tup._iv_,_26<wsid>4.26</wsid></ls><L>225553</L>
<key1>zvazk</key1><ls>Dha1tup._iv_,_26<wsid>4.26</wsid></ls><L>225582</L>
<key1>saMvezwana</key1><ls>Dha1tup._xxviii_,_53<wsid>28.53</wsid></ls><L>226481</L>
<key1>sag</key1><ls>Dha1tup._xix_,_27.<wsid>19.27</wsid></ls><L>227853</L>
<key1>saG</key1><ls>Dha1tup._xxvii_,_20<wsid>27.20</wsid></ls><L>227922</L>
<key1>saMgrAm</key1><ls>Dha1tup._xxxv_,_68<wsid>35.68</wsid></ls><L>228691</L>
<key1>sac</key1><ls>Dha1tup._vi_,_2<wsid>6.2</wsid></ls><L>228852</L>
<key1>sajj</key1><ls>Dha1tup._vii_,_22.<wsid>7.22</wsid></ls><L>229022</L>
<key1>saYj</key1><ls>Dha1tup._vii_,_22.<wsid>7.22</wsid></ls><L>229217</L>
<key1>saYj</key1><ls>Dha1tup._xxiii_,_18<wsid>23.18</wsid></ls><L>229218</L>
<key1>saw</key1><ls>Dha1tup._ix_,_26<wsid>9.26</wsid></ls><L>229447</L>
<key1>saww</key1><ls>Dha1tup._xxxii_,_31<wsid>32.31</wsid></ls><L>229463</L>
<key1>saW</key1><ls>Dha1tup._xxxii_,_28<wsid>32.28</wsid></ls><L>229472</L>
<key1>satr</key1><ls>Dha1tup._xxxv_,_52<wsid>35.52</wsid></ls><L>230482</L>
<key1>sattraya</key1><ls>Dha1tup._xxxv_,_52.<wsid>35.52</wsid></ls><L>230536</L>
<key1>sap</key1><ls>Dha1tup._xi_,_6<wsid>11.6</wsid></ls><L>232210</L>
<key1>saBAj</key1><ls>Dha1tup._xxxv_,_35<wsid>35.35</wsid></ls><L>232980</L>
<key1>sam</key1><ls>Dha1tup._xix_,_82<wsid>19.82</wsid></ls><L>232986</L>
<key1>say</key1><ls>Dha1tup._xiv_,_8.<wsid>14.8</wsid></ls><L>237404</L>
<key1>sarj</key1><ls>Dha1tup._vii_,_50.<wsid>7.50</wsid></ls><L>237907</L>
<key1>sarb</key1><ls>Dha1tup._xi_,_30.<wsid>11.30</wsid></ls><L>238104</L>
<key1>sal</key1><ls>Dha1tup._xv_,_40.<wsid>15.40</wsid></ls><L>239282</L>
<key1>sas</key1><ls>Dha1tup._xxiv_,_70<wsid>24.70</wsid></ls><L>239787</L>
<key1>sah</key1><ls>Dha1tup._xx_,_22<wsid>20.22</wsid></ls><L>239967</L>
<key1>sah</key1><ls>Dha1tup._xxxiv_,_4<wsid>34.4</wsid></ls><L>239967</L>
<key1>sah</key1><ls>Dha1tup._xxvi_,_20<wsid>26.20</wsid></ls><L>240101</L>
<key1>sAw</key1><ls>Dha1tup._xxxv_,_84.<wsid>35.84</wsid></ls><L>241357</L>
<key1>sAntv</key1><ls>Dha1tup._xxxii_,_33<wsid>32.33</wsid></ls><L>241986</L>
<key1>sAmaya</key1><ls>Dha1tup._xxxv_,_27.<wsid>35.27</wsid></ls><L>242233</L>
<key1>sAraya</key1><ls>Dha1tup._xxxv_,_16.<wsid>35.16</wsid></ls><L>243014</L>
<key1>sic</key1><ls>Dha1tup._xxviii_,_140<wsid>28.140</wsid></ls><L>244032</L>
<key1>siw</key1><ls>Dha1tup._ix_,_18.<wsid>9.18</wsid></ls><L>244057</L>
<key1>siD</key1><ls>Dha1tup._iii_,_10<wsid>3.10</wsid></ls><L>244297</L>
<key1>siD</key1><ls>Dha1tup._iii_,_11<wsid>3.11</wsid></ls><L>244298</L>
<key1>siD</key1><ls>Dha1tup._xxvi_,_83<wsid>26.83</wsid></ls><L>244301</L>
<key1>siv</key1><ls>Dha1tup._xxvi_,_2<wsid>26.2</wsid></ls><L>244996</L>
<key1>su</key1><ls>Dha1tup._xxii_,_42<wsid>22.42</wsid></ls><L>245236</L>
<key1>su</key1><ls>Dha1tup._xxvii_,_1<wsid>27.1</wsid></ls><L>245241</L>
<key1>suww</key1><ls>Dha1tup._xxxii_,_26<wsid>32.26</wsid></ls><L>246351</L>
<key1>suB</key1><ls>Dha1tup._xi_,_42.<wsid>11.42</wsid></ls><L>248170</L>
<key1>sur</key1><ls>Dha1tup._xxviii_,_50<wsid>28.50</wsid></ls><L>249254</L>
<key1>suh</key1><ls>Dha1tup._xxvi_,_21<wsid>26.21</wsid></ls><L>250630</L>
<key1>sU</key1><ls>Dha1tup._xxviii_,_115<wsid>28.115</wsid></ls><L>250729</L>
<key1>sU</key1><ls>Dha1tup._xxiv_,_21<wsid>24.21</wsid></ls><L>250739</L>
<key1>sUc</key1><ls>Dha1tup._xxxv_,_21<wsid>35.21</wsid></ls><L>250993</L>
<key1>sUtr</key1><ls>Dha1tup._xxxv_,_54<wsid>35.54</wsid></ls><L>251184</L>
<key1>sUd</key1><ls>Dha1tup._ii_,_24<wsid>2.24</wsid></ls><L>251301</L>
<key1>sUd</key1><ls>Dha1tup._xxxiii_,_43<wsid>33.43</wsid></ls><L>251301</L>
<key1>sUz</key1><ls>Dha1tup._xvii_,_28.<wsid>17.28</wsid></ls><L>251832</L>
<key1>sf</key1><ls>Dha1tup._xxxii_,_107<wsid>32.107</wsid></ls><L>251838</L>
<key1>sfj</key1><ls>Dha1tup._xxviii_,_121<wsid>28.121</wsid></ls><L>251924</L>
<key1>sfj</key1><ls>Dha1tup._xxvi_,_69<wsid>26.69</wsid></ls><L>251924</L>
<key1>sfp</key1><ls>Dha1tup._xxiii_,_14<wsid>23.14</wsid></ls><L>252008</L>
<key1>sfB</key1><ls>Dha1tup._xi_,_40.<wsid>11.40</wsid></ls><L>252034</L>
<key1>sF</key1><ls>Dha1tup._xxxi_,_22<wsid>31.22</wsid></ls><L>252038</L>
<key1>sek</key1><ls>Dha1tup._iv_,_7.<wsid>4.7</wsid></ls><L>252045</L>
<key1>sev</key1><ls>Dha1tup._xiv_,_30<wsid>14.30</wsid></ls><L>252262</L>
<key1>sE</key1><ls>Dha1tup._xxii_,_18.<wsid>22.18</wsid></ls><L>252381</L>
<key1>so</key1><ls>Dha1tup._xxvi_,_38<wsid>26.38</wsid></ls><L>252524</L>
<key1>skand</key1><ls>Dha1tup._xxiii_,_10<wsid>23.10</wsid></ls><L>254077</L>
<key1>skanD</key1><ls>Dha1tup._xxxv_,_84.<wsid>35.84</wsid></ls><L>254159</L>
<key1>skamB</key1><ls>Dha1tup._xxxi_,_8<wsid>31.8</wsid></ls><L>254241</L>
<key1>skamB</key1><ls>Dha1tup._x_,_27<wsid>10.27</wsid></ls><L>254241</L>
<key1>sku</key1><ls>Dha1tup._xxxi_,_6<wsid>31.6</wsid></ls><L>254257</L>
<key1>skund</key1><ls>Dha1tup._ii_,_8<wsid>2.8</wsid></ls><L>254259</L>
<key1>skumB</key1><ls>Dha1tup._xxxi_,_8<wsid>31.8</wsid></ls><L>254260</L>
<key1>sKad</key1><ls>Dha1tup._xix_,_6<wsid>19.6</wsid></ls><L>254267</L>
<key1>sKad</key1><ls>Dha1tup._xix_,_72<wsid>19.72</wsid></ls><L>254267</L>
<key1>sKal</key1><ls>Dha1tup._xv_,_37<wsid>15.37</wsid></ls><L>254272</L>
<key1>sKal</key1><ls>Dha1tup._xix_,_59<wsid>19.59</wsid></ls><L>254272</L>
<key1>stak</key1><ls>Dha1tup._xix_,_20.<wsid>19.20</wsid></ls><L>254306</L>
<key1>stan</key1><ls>Dha1tup._xiii_,_18<wsid>13.18</wsid></ls><L>254307</L>
<key1>stamB</key1><ls>Dha1tup._xxxi_,_7<wsid>31.7</wsid></ls><L>254463</L>
<key1>stiG</key1><ls>Dha1tup._xxvii_,_18<wsid>27.18</wsid></ls><L>254590</L>
<key1>stip</key1><ls>Dha1tup._x_,_3.<wsid>10.3</wsid></ls><L>254591</L>
<key1>stim</key1><ls>Dha1tup._xxvi_,_17<wsid>26.17</wsid></ls><L>254599</L>
<key1>stu</key1><ls>Dha1tup._xxiv_,_34<wsid>24.34</wsid></ls><L>254632</L>
<key1>stomaya</key1><ls>Dha1tup._xxxv_,_69.<wsid>35.69</wsid></ls><L>254762</L>
<key1>stuc</key1><ls>Dha1tup._vi_,_15.<wsid>6.15</wsid></ls><L>254797</L>
<key1>stuB</key1><ls>Dha1tup._x_,_34<wsid>10.34</wsid></ls><L>254799</L>
<key1>stumB</key1><ls>Dha1tup._xxxi_,_7<wsid>31.7</wsid></ls><L>254821</L>
<key1>stfkz</key1><ls>Dha1tup._xvii_,_9.<wsid>17.9</wsid></ls><L>254868</L>
<key1>stfh</key1><ls>Dha1tup._xxviii_,_58<wsid>28.58</wsid></ls><L>254870</L>
<key1>sten</key1><ls>Dha1tup._xxxv_,_43<wsid>35.43</wsid></ls><L>254872</L>
<key1>step</key1><ls>Dha1tup._x_,_4<wsid>10.4</wsid></ls><L>254882</L>
<key1>stE</key1><ls>Dha1tup._xxii_,_25<wsid>22.25</wsid></ls><L>254884</L>
<key1>styE</key1><ls>Dha1tup._xxii_,_14<wsid>22.14</wsid></ls><L>254911</L>
<key1>sTag</key1><ls>Dha1tup._xix_,_28<wsid>19.28</wsid></ls><L>255154</L>
<key1>sTal</key1><ls>Dha1tup._xx_,_6.<wsid>20.6</wsid></ls><L>255204</L>
<key1>sTA</key1><ls>Dha1tup._xxii_,_30<wsid>22.30</wsid></ls><L>255316</L>
<key1>sTuq</key1><ls>Dha1tup._xxviii_,_94.<wsid>28.94</wsid></ls><L>255907</L>
<key1>sTUl</key1><ls>Dha1tup._xxxv_,_50.<wsid>35.50</wsid></ls><L>256003</L>
<key1>snA</key1><ls>Dha1tup._xxiv_,_44<wsid>24.44</wsid></ls><L>256200</L>
<key1>sniw</key1><ls>Dha1tup._xxxii_,_37<wsid>32.37</wsid></ls><L>256297</L>
<key1>snih</key1><ls>Dha1tup._xxvi_,_91<wsid>26.91</wsid></ls><L>256298</L>
<key1>snih</key1><ls>Dha1tup._xxxii_,_36<wsid>32.36</wsid></ls><L>256298</L>
<key1>snu</key1><ls>Dha1tup._xxiv_,_29<wsid>24.29</wsid></ls><L>256456</L>
<key1>snus</key1><ls>Dha1tup._xxvi_,_5<wsid>26.5</wsid></ls><L>256474</L>
<key1>snuh</key1><ls>Dha1tup._xxvi_,_90<wsid>26.90</wsid></ls><L>256475</L>
<key1>snE</key1><ls>Dha1tup._xxii_,_25.<wsid>22.25</wsid></ls><L>256486</L>
<key1>spand</key1><ls>Dha1tup._ii_,_13<wsid>2.13</wsid></ls><L>256488</L>
